p,0,北京市,1,1,2015,0
p,1,天津市,1,1,2015,0
p,2,河北省石家庄市,1,1,2015,0
p,3,山西省太原市,1,1,2015,0
p,4,内蒙古呼和浩特市,1,1,2015,0
p,5,辽宁省沈阳市,1,1,2015,0
p,6,吉林省长春市,2,1,2015,0
p,7,黑龙江省哈尔滨市,1,1,2015,0
p,8,上海市,1,1,2015,0
p,9,江苏省南京市,1,1,2015,0
p,10,浙江省杭州市,1,1,2015,0
p,11,安徽省合肥市,1,1,2015,0
p,12,福建省福州市,1,1,2015,0
p,13,江西省南昌市,1,1,2015,0
p,14,山东省济南市,1,1,2015,0
p,15,河南省郑州市,1,1,2015,0
p,16,湖南省长沙市,1,1,2015,0
p,17,湖北省武汉市,1,1,2015,0
p,18,广东省广州市,1,1,2015,0
p,19,广西南宁市,1,1,2015,0
p,20,海南省海口市,1,1,2015,0
p,21,重庆市,1,1,2015,0
p,22,四川省成都市,1,1,2015,0
p,23,贵州省贵阳市,1,1,2015,0
p,24,云南省昆明市,1,1,2015,0
p,25,西藏拉萨市,1,1,2015,0
p,26,陕西省西安市,1,1,2015,0
p,27,甘肃省兰州市,1,1,2015,0
p,28,青海省西宁市,1,1,2015,0
p,29,宁夏银川市,1,1,2015,0
p,30,新疆乌鲁木齐市,1,1,2015,0
